,name,pokedex_id,attack,special-attack,defense,special-defense,speed,hp,type1,type2,list_of_moves,ability_name,height,weight,generation,evolutions
305,aggron,306,110,60,180,60,50,70,steel,rock,"[('mega-punch', 'machine'), ('fire-punch', 'machine'), ('ice-punch', 'machine'), ('thunder-punch', 'machine'), ('cut', 'machine'), ('mega-kick', 'machine'), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('take-down', 25), ('double-edge', 'tutor'), ('roar', 'machine'), ('flamethrower', 'machine'), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('hyper-beam', 'machine'), ('low-kick', 'machine'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('solar-beam', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('screech', 'machine'), ('double-team', 'machine'), ('harden', 1), ('defense-curl', 'tutor'), ('fire-blast', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('reversal', 'machine'), ('spite', 'tutor'), ('protect', 'machine'), ('scary-face', 'machine'), ('mud-slap', 'tutor'), ('icy-wind', 'machine'), ('outrage', 'machine'), ('sandstorm', 'machine'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dynamic-punch', 'tutor'), ('iron-tail', 'machine'), ('metal-claw', 13), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('ancient-power', 'tutor'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('uproar', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('taunt', 'machine'), ('superpower', 'machine'), ('brick-break', 'machine'), ('endeavor', 'tutor'), ('secret-power', 'machine'), ('rock-tomb', 'machine'), ('metal-sound', 50), ('sand-tomb', 'machine'), ('aerial-ace', 'machine'), ('iron-defense', 'machine'), ('block', 'tutor'), ('dragon-claw', 'machine'), ('rock-blast', 'machine'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('metal-burst', 65), ('payback', 'machine'), ('fling', 'machine'), ('magnet-rise', 'tutor'), ('rock-polish', 'machine'), ('dark-pulse', 'machine'), ('aqua-tail', 'tutor'), ('dragon-pulse', 'machine'), ('focus-blast', 'machine'), ('earth-power', 'machine'), ('giga-impact', 'machine'), ('avalanche', 'machine'), ('shadow-claw', 'machine'), ('flash-cannon', 'machine'), ('rock-climb', 'machine'), ('iron-head', 'machine'), ('stone-edge', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'machine'), ('hone-claws', 'machine'), ('autotomize', 57), ('smack-down', 'machine'), ('heavy-slam', 'machine'), ('round', 'machine'), ('incinerate', 'machine'), ('bulldoze', 'machine'), ('dragon-tail', 'machine')]",[],21,3600,3,"[('aron', '', 0), ('lairon', 'level-up(32)', 1), ('aggron', 'level-up(42)', 2)]"
306,meditite,307,40,40,55,55,60,30,fighting,psychic,"[('mega-punch', 'tutor'), ('fire-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('mega-kick', 'tutor'), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('low-kick', 'tutor'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('toxic', 'machine'), ('confusion', 9), ('psychic', 'machine'), ('meditate', 4), ('mimic', 'tutor'), ('double-team', 'machine'), ('recover', 48), ('light-screen', 'machine'), ('reflect', 'machine'), ('bide', 1), ('metronome', 'tutor'), ('swift', 'tutor'), ('high-jump-kick', 32), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('mind-reader', 22), ('snore', 'tutor'), ('reversal', 42), ('protect', 'machine'), ('mud-slap', 'tutor'), ('foresight', 'egg'), ('detect', 12), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pain-split', 'tutor'), ('dynamic-punch', 'egg'), ('baton-pass', 'egg'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('fake-out', 'egg'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('helping-hand', 'tutor'), ('trick', 'tutor'), ('role-play', 'tutor'), ('magic-coat', 'tutor'), ('recycle', 'tutor'), ('brick-break', 'machine'), ('secret-power', 'egg'), ('rock-tomb', 'machine'), ('signal-beam', 'tutor'), ('bulk-up', 'machine'), ('calm-mind', 'machine'), ('gravity', 'tutor'), ('natural-gift', 'machine'), ('feint', 22), ('acupressure', 39), ('fling', 'machine'), ('power-trick', 39), ('power-swap', 'egg'), ('guard-swap', 'egg'), ('force-palm', 29), ('poison-jab', 'machine'), ('drain-punch', 'tutor'), ('vacuum-wave', 'tutor'), ('focus-blast', 'machine'), ('bullet-punch', 'egg'), ('psycho-cut', 'egg'), ('zen-headbutt', 'tutor'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('low-sweep', 'machine'), ('round', 'machine'), ('quick-guard', 'egg'), ('retaliate', 'machine'), ('work-up', 'machine')]",[],6,112,3,"[('meditite', '', 0), ('medicham', 'level-up(37)', 1)]"
307,medicham,308,60,60,75,75,80,60,fighting,psychic,"[('mega-punch', 'tutor'), ('fire-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('mega-kick', 'tutor'), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('hyper-beam', 'machine'), ('low-kick', 'tutor'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('strength', 'machine'), ('toxic', 'machine'), ('confusion', 1), ('psychic', 'machine'), ('meditate', 1), ('mimic', 'tutor'), ('double-team', 'machine'), ('recover', 54), ('light-screen', 'machine'), ('reflect', 'machine'), ('bide', 1), ('metronome', 'tutor'), ('swift', 'tutor'), ('high-jump-kick', 32), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('mind-reader', 22), ('snore', 'tutor'), ('reversal', 46), ('protect', 'machine'), ('mud-slap', 'tutor'), ('detect', 1), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pain-split', 'tutor'), ('dynamic-punch', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('helping-hand', 'tutor'), ('trick', 'tutor'), ('role-play', 'tutor'), ('magic-coat', 'tutor'), ('recycle', 'tutor'), ('brick-break', 'machine'), ('secret-power', 'machine'), ('rock-tomb', 'machine'), ('signal-beam', 'tutor'), ('bulk-up', 'machine'), ('calm-mind', 'machine'), ('gravity', 'tutor'), ('natural-gift', 'machine'), ('feint', 22), ('acupressure', 42), ('fling', 'machine'), ('power-trick', 42), ('force-palm', 29), ('poison-jab', 'machine'), ('drain-punch', 'tutor'), ('vacuum-wave', 'tutor'), ('focus-blast', 'machine'), ('energy-ball', 'machine'), ('giga-impact', 'machine'), ('zen-headbutt', 'tutor'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('low-sweep', 'machine'), ('round', 'machine'), ('retaliate', 'machine'), ('work-up', 'machine')]",[],13,315,3,"[('meditite', '', 0), ('medicham', 'level-up(37)', 1)]"
308,electrike,309,45,65,40,40,65,40,electric,electric,"[('headbutt', 'egg'), ('tackle', 1), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('leer', 9), ('bite', 33), ('roar', 'machine'), ('flamethrower', 'machine'), ('strength', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('quick-attack', 17), ('mimic', 'tutor'), ('double-team', 'machine'), ('light-screen', 'machine'), ('swift', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('curse', 'egg'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('spark', 'egg'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('crunch', 'machine'), ('uproar', 'machine'), ('facade', 'machine'), ('charge', 41), ('secret-power', 'machine'), ('odor-sleuth', 25), ('signal-beam', 'tutor'), ('howl', 12), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('magnet-rise', 'tutor'), ('switcheroo', 'egg'), ('thunder-fang', 'machine'), ('ice-fang', 'machine'), ('fire-fang', 'machine'), ('discharge', 'egg'), ('captivate', 'machine'), ('charge-beam', 'machine'), ('flame-burst', 'egg'), ('electro-ball', 'machine'), ('round', 'machine'), ('volt-switch', 'machine'), ('wild-charge', 'machine'), ('snarl', 'machine')]",[],6,152,3,"[('electrike', '', 0), ('manectric', 'level-up(26)', 1)]"
309,manectric,310,75,105,60,60,105,70,electric,electric,"[('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('leer', 1), ('bite', 39), ('roar', 'machine'), ('flamethrower', 'machine'), ('hyper-beam', 'machine'), ('strength', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('quick-attack', 17), ('mimic', 'tutor'), ('double-team', 'machine'), ('light-screen', 'machine'), ('swift', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('scary-face', 'machine'), ('mud-slap', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('spark', 20), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('crunch', 'machine'), ('uproar', 'machine'), ('facade', 'machine'), ('charge', 53), ('secret-power', 'machine'), ('hyper-voice', 'machine'), ('overheat', 'machine'), ('odor-sleuth', 25), ('signal-beam', 'tutor'), ('howl', 1), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('magnet-rise', 'tutor'), ('giga-impact', 'machine'), ('thunder-fang', 'machine'), ('ice-fang', 'machine'), ('fire-fang', 'machine'), ('discharge', 49), ('captivate', 'machine'), ('charge-beam', 'machine'), ('electro-ball', 'machine'), ('round', 'machine'), ('volt-switch', 'machine'), ('wild-charge', 'machine'), ('snarl', 'machine')]",[],15,402,3,"[('electrike', '', 0), ('manectric', 'level-up(26)', 1)]"
310,plusle,311,50,85,40,75,95,60,electric,electric,"[('mega-punch', 'tutor'), ('thunder-punch', 'tutor'), ('mega-kick', 'tutor'), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('growl', 1), ('sing', 'egg'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('toxic', 'machine'), ('agility', 47), ('quick-attack', 10), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('light-screen', 'machine'), ('metronome', 'tutor'), ('swift', 'tutor'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'tutor'), ('protect', 'machine'), ('sweet-kiss', 'egg'), ('mud-slap', 'tutor'), ('endure', 'machine'), ('charm', 'egg'), ('rollout', 'tutor'), ('swagger', 'machine'), ('spark', 19), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dynamic-punch', 'tutor'), ('baton-pass', 40), ('encore', 22), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('uproar', 'tutor'), ('facade', 'machine'), ('charge', 31), ('helping-hand', 'tutor'), ('wish', 'egg'), ('secret-power', 'machine'), ('fake-tears', 'egg'), ('signal-beam', 'tutor'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('fling', 'machine'), ('lucky-chant', 'egg'), ('copycat', 24), ('last-resort', 'tutor'), ('magnet-rise', 'tutor'), ('nasty-plot', 51), ('discharge', 'egg'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('electro-ball', 29), ('entrainment', 63), ('round', 'machine'), ('echoed-voice', 'machine'), ('bestow', 13), ('volt-switch', 'machine'), ('electroweb', 'tutor'), ('wild-charge', 'machine')]",[],4,42,3,"[('plusle', '', 0)]"
311,minun,312,40,75,50,85,95,60,electric,electric,"[('mega-punch', 'tutor'), ('thunder-punch', 'tutor'), ('mega-kick', 'tutor'), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('growl', 1), ('sing', 'egg'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('toxic', 'machine'), ('agility', 47), ('quick-attack', 10), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('light-screen', 'machine'), ('metronome', 'tutor'), ('swift', 'tutor'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'tutor'), ('protect', 'machine'), ('sweet-kiss', 'egg'), ('mud-slap', 'tutor'), ('endure', 'machine'), ('charm', 'egg'), ('rollout', 'tutor'), ('swagger', 'machine'), ('spark', 19), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dynamic-punch', 'tutor'), ('baton-pass', 40), ('encore', 22), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('uproar', 'tutor'), ('facade', 'machine'), ('charge', 31), ('helping-hand', 'tutor'), ('wish', 'egg'), ('secret-power', 'machine'), ('fake-tears', 'egg'), ('signal-beam', 'tutor'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('fling', 'machine'), ('trump-card', 48), ('lucky-chant', 'egg'), ('copycat', 24), ('last-resort', 'tutor'), ('magnet-rise', 'tutor'), ('switcheroo', 13), ('nasty-plot', 51), ('discharge', 'egg'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('electro-ball', 29), ('entrainment', 63), ('round', 'machine'), ('echoed-voice', 'machine'), ('volt-switch', 'machine'), ('electroweb', 'tutor'), ('wild-charge', 'machine')]",[],4,42,3,"[('minun', '', 0)]"
312,volbeat,313,73,47,75,85,85,65,bug,bug,"[('mega-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('mega-kick', 'tutor'), ('tackle', 1), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('counter', 'tutor'), ('seismic-toss', 'egg'), ('solar-beam', 'machine'), ('string-shot', 'tutor'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('toxic', 'machine'), ('quick-attack', 17), ('mimic', 'tutor'), ('double-team', 'machine'), ('confuse-ray', 5), ('light-screen', 'machine'), ('metronome', 'tutor'), ('swift', 'tutor'), ('dizzy-punch', 'egg'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('giga-drain', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dynamic-punch', 'tutor'), ('baton-pass', 'egg'), ('encore', 'egg'), ('moonlight', 13), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('helping-hand', 'tutor'), ('trick', 'tutor'), ('brick-break', 'machine'), ('secret-power', 'machine'), ('tail-glow', 21), ('air-cutter', 'tutor'), ('silver-wind', 'egg'), ('signal-beam', 'tutor'), ('aerial-ace', 'machine'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('roost', 'machine'), ('natural-gift', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('fling', 'machine'), ('bug-buzz', 'egg'), ('zen-headbutt', 'tutor'), ('defog', 'tutor'), ('captivate', 'machine'), ('bug-bite', 'tutor'), ('charge-beam', 'machine'), ('ominous-wind', 'tutor'), ('round', 'machine'), ('acrobatics', 'machine'), ('struggle-bug', 'machine')]",[],7,177,3,"[('volbeat', '', 0)]"
313,illumise,314,47,73,75,85,85,65,bug,bug,"[('mega-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('mega-kick', 'tutor'), ('tackle', 1), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('counter', 'tutor'), ('seismic-toss', 'tutor'), ('growth', 'egg'), ('solar-beam', 'machine'), ('string-shot', 'tutor'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('toxic', 'machine'), ('quick-attack', 17), ('mimic', 'tutor'), ('double-team', 'machine'), ('confuse-ray', 'egg'), ('light-screen', 'machine'), ('metronome', 'tutor'), ('swift', 'tutor'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('giga-drain', 'tutor'), ('endure', 'machine'), ('charm', 9), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dynamic-punch', 'tutor'), ('baton-pass', 'egg'), ('encore', 'egg'), ('sweet-scent', 5), ('moonlight', 13), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('flatter', 29), ('facade', 'machine'), ('focus-punch', 'tutor'), ('helping-hand', 'tutor'), ('wish', 21), ('brick-break', 'machine'), ('secret-power', 'machine'), ('aromatherapy', 'egg'), ('fake-tears', 'egg'), ('air-cutter', 'tutor'), ('silver-wind', 'egg'), ('aerial-ace', 'machine'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('roost', 'machine'), ('natural-gift', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('fling', 'machine'), ('bug-buzz', 'egg'), ('zen-headbutt', 'tutor'), ('defog', 'tutor'), ('captivate', 'egg'), ('bug-bite', 'tutor'), ('charge-beam', 'machine'), ('ominous-wind', 'tutor'), ('round', 'machine'), ('acrobatics', 'machine'), ('struggle-bug', 'machine')]",[],6,177,3,"[('illumise', '', 0)]"
314,roselia,315,60,100,45,80,65,50,grass,poison,"[('swords-dance', 'machine'), ('cut', 'machine'), ('body-slam', 'machine'), ('double-edge', 'tutor'), ('poison-sting', 'level-up'), ('pin-missile', 'machine'), ('absorb', 1), ('mega-drain', 17), ('leech-seed', 21), ('growth', 5), ('razor-leaf', 'egg'), ('solar-beam', 'machine'), ('stun-spore', 13), ('sleep-powder', 'egg'), ('petal-dance', 49), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('swift', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('mind-reader', 'egg'), ('nightmare', -1), ('snore', 'machine'), ('cotton-spore', 'egg'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('mud-slap', 'tutor'), ('spikes', 'machine'), ('giga-drain', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('sweet-scent', 37), ('synthesis', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('uproar', 'machine'), ('facade', 'machine'), ('nature-power', 'machine'), ('ingrain', 41), ('secret-power', 'machine'), ('weather-ball', 'machine'), ('aromatherapy', 53), ('grass-whistle', 'egg'), ('extrasensory', 'egg'), ('bullet-seed', 'machine'), ('covet', 'tutor'), ('magical-leaf', 'machine'), ('natural-gift', 'egg'), ('worry-seed', 'tutor'), ('toxic-spikes', 'machine'), ('poison-jab', 'machine'), ('seed-bomb', 'machine'), ('energy-ball', 'machine'), ('leaf-storm', 'machine'), ('power-whip', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('venoshock', 'machine'), ('round', 'machine')]",[],3,20,3,"[('budew', '', 0), ('roselia', 'level-up/condition', 1), ('roserade', 'use-item/condition', 2)]"
315,gulpin,316,43,43,53,53,40,70,poison,poison,"[('pound', 1), ('fire-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('headbutt', 'tutor'), ('body-slam', 'tutor'), ('double-edge', 'tutor'), ('ice-beam', 'machine'), ('counter', 'tutor'), ('strength', 'machine'), ('solar-beam', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('self-destruct', -1), ('smog', 'egg'), ('sludge', 14), ('amnesia', 17), ('dream-eater', 'machine'), ('poison-gas', 9), ('acid-armor', 'egg'), ('explosion', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('nightmare', -1), ('snore', 'tutor'), ('curse', 'egg'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('mud-slap', 'egg'), ('destiny-bond', 'egg'), ('giga-drain', 'tutor'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pain-split', 'tutor'), ('dynamic-punch', 'tutor'), ('encore', 23), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('stockpile', 34), ('spit-up', 34), ('swallow', 34), ('facade', 'machine'), ('yawn', 6), ('snatch', 'tutor'), ('secret-power', 'machine'), ('bullet-seed', 'machine'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('wring-out', 49), ('gastro-acid', 'tutor'), ('seed-bomb', 'tutor'), ('gunk-shot', 'tutor'), ('captivate', 'machine'), ('venoshock', 'machine'), ('sludge-wave', 'machine'), ('acid-spray', 34), ('round', 'machine')]",[],4,103,3,"[('gulpin', '', 0), ('swalot', 'level-up(26)', 1)]"
316,swalot,317,73,73,83,83,55,100,poison,poison,"[('pound', 1), ('fire-punch', 'tutor'), ('ice-punch', 'tutor'), ('thunder-punch', 'tutor'), ('headbutt', 'tutor'), ('body-slam', 'level-up'), ('double-edge', 'tutor'), ('ice-beam', 'machine'), ('hyper-beam', 'machine'), ('counter', 'tutor'), ('strength', 'machine'), ('solar-beam', 'machine'), ('earthquake', 'machine'), ('toxic', 'machine'), ('mimic', 'tutor'), ('double-team', 'machine'), ('defense-curl', 'tutor'), ('self-destruct', -1), ('sludge', 1), ('amnesia', 17), ('dream-eater', 'machine'), ('poison-gas', 1), ('explosion', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('nightmare', -1), ('snore', 'tutor'), ('protect', 'machine'), ('sludge-bomb', 'machine'), ('mud-slap', 'tutor'), ('giga-drain', 'tutor'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pain-split', 'tutor'), ('dynamic-punch', 'tutor'), ('encore', 23), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('stockpile', 40), ('spit-up', 40), ('swallow', 40), ('facade', 'machine'), ('yawn', 1), ('snatch', 'tutor'), ('secret-power', 'machine'), ('bullet-seed', 'machine'), ('block', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('wring-out', 59), ('gastro-acid', 'tutor'), ('seed-bomb', 'tutor'), ('giga-impact', 'machine'), ('gunk-shot', 'tutor'), ('captivate', 'machine'), ('venoshock', 'machine'), ('sludge-wave', 'machine'), ('acid-spray', 38), ('round', 'machine'), ('bulldoze', 'machine')]",[],17,800,3,"[('gulpin', '', 0), ('swalot', 'level-up(26)', 1)]"
317,carvanha,318,90,65,20,20,65,45,water,dark,"[('take-down', 31), ('thrash', 'egg'), ('double-edge', 'egg'), ('leer', 1), ('bite', 1), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('rage', 7), ('mimic', 'tutor'), ('screech', 'machine'), ('double-team', 'machine'), ('focus-energy', 'machine'), ('waterfall', 'machine'), ('swift', 'machine'), ('rest', 'machine'), ('super-fang', 'tutor'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('spite', 'tutor'), ('protect', 'machine'), ('scary-face', 'machine'), ('mud-slap', 'tutor'), ('destiny-bond', 'egg'), ('icy-wind', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('crunch', 'machine'), ('ancient-power', 'egg'), ('whirlpool', 'machine'), ('uproar', 'machine'), ('hail', 'machine'), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('secret-power', 'machine'), ('dive', 'machine'), ('poison-fang', 32), ('bounce', 'machine'), ('water-pulse', 'egg'), ('brine', 'machine'), ('natural-gift', 'machine'), ('payback', 'machine'), ('assurance', 'machine'), ('dark-pulse', 'machine'), ('ice-fang', 'machine'), ('zen-headbutt', 'machine'), ('captivate', 'machine'), ('aqua-jet', 31), ('round', 'machine'), ('scald', 'machine'), ('retaliate', 'machine'), ('snarl', 'machine')]",[],8,208,3,"[('carvanha', '', 0), ('sharpedo', 'level-up(30)', 1)]"
